program_name,job_id,n_test_sequences,n_positive_sequences,full_seq_exact_match_acc,positive_seq_exact_match_acc,token_balanced_accuracy,token_macro_f1,token_tpr_recall_pos,token_tnr_recall_neg
shuffle_dyck2,0d89d7fe6947438c894edc066ab9b5c7,5000,33,0.993,0.0,0.5197057978568762,0.5350631069195181,0.03968253968253968,0.9997290560312128
shuffle_dyck2,1e2c773912bd4884bb6a2a5217097b4a,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,2fa09a95133e4ce495fdffe790bc42f4,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,392c15a2b3ed446ba1d4c5d833e0e395,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,4a5fbb1771624b6ca28b33c2151ee514,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,576af7052aeb42adbe9d96f783ef2ed7,5000,33,0.9966,0.696969696969697,0.8904801471182744,0.9115651092194019,0.7817460317460317,0.9992142624905169
shuffle_dyck2,65e257ee239f43d598206bbcd9572c23,5000,33,0.993,0.0,0.4998916224124851,0.49824466648663246,0.0,0.9997832448249702
shuffle_dyck2,7122ed949ba04ae99d48f08ed94dbab1,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,80dc4a61c89645498a75aeedba7c53ca,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,8fbb2ace9fe14e8588d4f1b7ff90b3c1,5000,33,0.9914,0.030303030303030304,0.5986915556656535,0.6454367635131911,0.1984126984126984,0.9989704129186084
shuffle_dyck2,9aa48efd0a57490dbb4c85fce9949a71,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,ae6f44eb2deb4779b82f9d9dfebdf11d,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,bb7687c392d549c6b8e80b0e5fa1a597,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,c69d9f952ab842219a6e195134ce2453,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,d42d1f9b1aef45398c846b7af5098e2d,5000,33,0.9976,0.7878787878787878,0.9222803676580635,0.9342604494052802,0.8452380952380952,0.9993226400780318
shuffle_dyck2,e2ca0c6e4ced4cd68af146d370e83528,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,f07e0935accb4e7091dfb0bd28a028ad,5000,33,0.9914,0.0,0.5828320869910769,0.6252190504843151,0.16666666666666666,0.9989975073154872
shuffle_dyck2,fe2d1ce2e7cf4032a5afc1ce22a458a7,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
