program_name,job_id,n_test_sequences,n_positive_sequences,full_seq_exact_match_acc,positive_seq_exact_match_acc,token_balanced_accuracy,token_macro_f1,token_tpr_recall_pos,token_tnr_recall_neg
shuffle_dyck2,011feaa061f24316995aa1d14301d847,5000,33,0.9944,0.45454545454545453,0.7728747671172078,0.7994147813243618,0.5476190476190477,0.998130486615368
shuffle_dyck2,123245dae50f4699b8d9aa167acd07ba,5000,4967,0.9986,0.9997986712301188,1.0,0.5,1.0,nan
shuffle_dyck2,1f00ae407f2e45669e4795cc1e3e6f20,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,32b138bfc79a4e05acffbcba1e28e4c7,5000,33,0.9928,0.0,0.5058710977617448,0.5097726525278929,0.011904761904761904,0.9998374336187277
shuffle_dyck2,3b6e3298fe484cf18e5e3e809aeb8dc8,5000,33,1.0,1.0,1.0,1.0,1.0,1.0
shuffle_dyck2,4d4af61353834ffd99210f9b53023fde,5000,33,0.9932,0.0,0.4999864528015606,0.4982920868942984,0.0,0.9999729056031212
shuffle_dyck2,594a560312364b71b4a7de610fd6c411,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,67f22b00d67b41a9a895b5996dd788e6,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,72728c93def8473bba9339d0dd3e0be4,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,8222b1fe2e0d451c97e8fe05d9a51625,5000,33,0.9954,0.5454545454545454,0.7970907068799125,0.8391817913700219,0.5952380952380952,0.9989433185217297
shuffle_dyck2,915e7a9276564d24b2be84f313d87bd4,5000,33,1.0,1.0,1.0,1.0,1.0,1.0
shuffle_dyck2,9c668a0fd5b04c30be8bc2adf6eb770c,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,b2419e59d15e4d94945969e639cc3bba,5000,33,0.9932,0.0,0.4999729056031213,0.4982853130991278,0.0,0.9999458112062426
shuffle_dyck2,bd617974246e4809b9583771a04c1ccb,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,c94e875f9216496cbd024b5e46311862,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,dc01d88c677c4965bcfb5e11a29c0c69,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,e86229425fd84febb532589ce294a1af,5000,33,0.9986,0.8181818181818182,0.9344154319362946,0.9569248816767303,0.8690476190476191,0.9997832448249702
shuffle_dyck2,f2b014de90b241f3a6a4855b89c8d799,5000,33,0.9972,0.8787878787878788,0.959409798022023,0.9204629529876691,0.9206349206349206,0.9981846754091254
