program_name,job_id,n_test_sequences,n_positive_sequences,full_seq_exact_match_acc,positive_seq_exact_match_acc,token_balanced_accuracy,token_macro_f1,token_tpr_recall_pos,token_tnr_recall_neg
shuffle_dyck,0a08dda3454443bea6de2bdd4093a6e1,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,1573d1d7ef7a43f5b9a03d333fe4d612,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,241bd3dfcc0045dc95aba4ff1ec5c5d4,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,2c38add82de447c8bd323ddffe0314b9,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,394b4eed785f49c0b53d49f5a0e274cd,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,4258e38dae3b4a779ada42370a52df5c,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,4e95dd3f651345f097849c1bc5665e91,205,3,0.9804878048780488,0.0,0.6247272231314784,0.6914601796587689,0.25,0.9994544462629569
shuffle_dyck,59f867ff22d14181b1fa33be1a6555a0,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,629a87cc44994cb0b942bfcdbddab261,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,71c366d7857141658feb30b40b123fa1,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,7ad8357c49f548ad91e51dd4f044bede,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,8cf76a5f44a542c2b7013c2890b1802d,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,9b21b7aac4cc44ed9d3afd5bc33e050f,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,a9a2023f2d074917a35f0eaa6b9ebc15,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,b90d928c33784b72b102196b71933f09,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,c14283a2edc84c33924499d6b9304dd2,205,202,0.9707317073170731,0.9801980198019802,1.0,0.5,1.0,
shuffle_dyck,cd8092b3e5df40d9bac84c3fb2ea61eb,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,d7eeb6ad5c8a45ca8b14af4decc21128,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,e5d1d20b65054230a283df7e6b016779,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
shuffle_dyck,f302eb5da33241e3ba0e3d555611ad67,205,3,0.9853658536585366,0.3333333333333333,0.6780258748343855,0.7472840847365563,0.35714285714285715,0.9989088925259137
shuffle_dyck,ff27310bbc80479ab73d192efd47cdf8,205,3,0.9853658536585366,0.0,0.5,0.4962100703844071,0.0,1.0
