program_name,job_id,n_test_sequences,n_positive_sequences,full_seq_exact_match_acc,positive_seq_exact_match_acc,token_balanced_accuracy,token_macro_f1,token_tpr_recall_pos,token_tnr_recall_neg
shuffle_dyck2,01701afc4e844bf09e26d01a2e94eda0,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,126927327a4f45fc8af536a7abcb4bb5,5000,33,0.994,0.7575757575757576,0.8809315225674823,0.8240599160418418,0.7658730158730159,0.9959900292619487
shuffle_dyck2,23bbdf67820a4fd7bf2254e165ad1b7a,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,32b659aba9c241adb99571dd14a95a0e,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,3ccdc12a841948d096b5be5dec3c6640,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,4ebc368df37a4393853b2819914fe88f,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,59cb3f7ce2bd4c8da4258e7566fd1629,5000,33,0.9946,0.7878787878787878,0.8970348408139673,0.8429439496106806,0.7976190476190477,0.996450634008887
shuffle_dyck2,6983a854bf9f4ed9bbc3d016b91ac8e7,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,7387d8cde5f849f0abbb0d75050969db,5000,33,0.9998,1.0,0.9999187168093638,0.9940770021597584,1.0,0.9998374336187277
shuffle_dyck2,8262bb0e3cf74e0ea78a943bb38f156e,5000,4967,0.9926,0.9987920273807127,1.0,0.5,1.0,nan
shuffle_dyck2,923c8e890c88461d89fc6746846e8646,5000,33,0.994,0.48484848484848486,0.7609293636171278,0.7881739983012878,0.5238095238095238,0.9980492034247318
shuffle_dyck2,9c7b5fd5b3dd42b0a35dba21d4bd0367,5000,33,0.9898,0.0,0.5786741722446719,0.614840496283791,0.15873015873015872,0.998618185759185
shuffle_dyck2,b263a3803df64b789f8048e632c22ed0,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,be49641853f0402aa23d4d8038b25f2e,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,c985e613b832495197c4a1558a0f4990,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,dc6f677a0451404a8ed44f876398ad8c,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,e9905cb248794d53b9b510678c423963,5000,33,0.9934,0.0,0.5,0.4982988605065615,0.0,1.0
shuffle_dyck2,f2bdabfb27b2426b96d3b95c7a5757d2,5000,33,0.9962,0.5454545454545454,0.9005768956186211,0.9293403823160806,0.8015873015873016,0.9995664896499404
