method,program_name,job_id,stored_test_acc,full_seq_exact_match_acc,positive_seq_exact_match_acc,token_balanced_accuracy,token_macro_f1
GP,shuffle_dyck,3d970e40c6c743a78e569f8fa3f7ff37,0.9853658536585366,0.9853658536585366,1.0,0.9923622476813967,0.829485065054059
GP,shuffle_dyck,3ded1d86f46b4ea58ceca77250bbae47,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,3e19fa4273e146348b59a756d4e529f8,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,403084a59362446bb09ce039fd28da6b,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,410e36e43bf94ba7aaa2377e7fd1e805,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4258e38dae3b4a779ada42370a52df5c,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,430be4d1f0984bfba7ed05edb01b5486,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4324948c5e684700b0b73242f4a23e9e,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,43663b398a174e1fa7563d0131f8fa14,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4490f1628ec44b35bd6c52d22503617a,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,45c5e786607a4cdfbfb45deb510ae998,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,48387edd621d4cc7aeeb4e20dd5f90ac,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,48b5ca5b0bdf4c96aaf53589d0279e06,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,4a398ee674734beab47121c345281dae,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4a3e476e56064834b7713d43e710e0b0,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4bca0d7bfc90431bb0af61785928aedb,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4c407d9815234e4f9906280b67fe743f,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4c51af06649c43cdaa4468c3b581fef3,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4cafbe21d1dc4dc29cdd98eaacca67d9,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,4e67c9f90398421a8c14b0917c1c44c1,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4e8911e69e73470eae6418b3b1c3b36f,0.9804878048780488,0.9804878048780488,0.0,0.4972722313147845,0.494842562432139
GP,shuffle_dyck,4e95dd3f651345f097849c1bc5665e91,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,4ec0d6ca0bc142f9bf77fd4a835dd12b,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5044b144b88546ae9dc322493448fa7d,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5123bf25281b4ff18c81249eb90980db,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,5151320986df4c0ea72b97cbf676a657,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,51a30d52b66647caa87d3f9258851daa,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,52464388df9d4e82b1477b0af29f7d83,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,5313d3bdac6941be936c240c6c41103b,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5392fbba767d4316a71d557e36922801,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,53ea06a12a084431bf91f49b48cedd2d,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,546c11b150f04fac9c292920fa96e3b5,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,554d291e0f644039849740ab390ae94a,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,55749042493f44ce9fb988c0b4669088,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,56d957ff9d7c4c9a8c589e05de30492f,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5804e23549fa4963ab9e5d468592e289,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,59d9f53615014961bd2d89dd154c46c7,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,59f867ff22d14181b1fa33be1a6555a0,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,5a1859ed89754bebb770187cf0c7e5d0,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5afadb2bc81f42c4ac04b94f584fdd17,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5b7397b1bfbc4ed39883d74a135a5928,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5ccc344bb6d54c0dbe13d1056ab80317,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,5d071b342a934754ac44fe075f7a7785,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5e81293f41c54b9e9731b22bb07225c9,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5f34bda2066a44a8a19c43e11eee4f0a,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5fad6475882046409218fd35d6ba8866,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,5fdb3e778ca94e5899bc549bf3dcd0f5,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,5ff3cc45c0fe425e9a98e0ab70d2f6fc,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,6086bf9b67794b11af903b400553cbff,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,61220a4d8e6e4e24b7dabebe89494358,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,6168e188241e47a5a0e3845640cbd7fa,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,61a7b59d864743c4bc39dde06718a7a6,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,6263d0cfd4554988a16a083837ac0a05,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,629a87cc44994cb0b942bfcdbddab261,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,665d9899c5f64465be6b88607a18cf28,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,665e8e011be94ed1a9913defe3a2d7c0,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,6663fa384e884bb0b2e18b9bdd840df4,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,670151d3799c46e998639d9894c0bd6f,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,6705b94b7e9e4ae0971e6c3ed5a23a8c,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,67979549c6a94c9491a57f5e5e31268b,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,69b33612ca174c74ba5468cfca324999,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,6b7c830e31bd47f5b762226c1cd4fd6b,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,6b890084a3a841bba8ed5d829d9c47ac,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,6db282eb308941cf8476d701458defc3,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,6e8c1d015ec24686a391763132e78942,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,6ef01d7d891a4e20a1769575cc9d0ed7,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,6f6b306d3a37454fa2f20fa3a356a31c,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,7172f331e2f349d28355d6cf99496deb,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,717caf46d55943ac801be93ba95df420,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,71c366d7857141658feb30b40b123fa1,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,71c69d646bf74303bd0833cb4d79a6bc,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,72937551906d4cc7a04efce160dea854,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,72cc258a3695483fa6130debb3ef72ba,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,72d362583f32478093ff35344c4b6b0a,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,72d43bfcf94d47d19d56f20586393b6c,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,73c771eb8656442d836d5c6a77b4c2e8,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,73fcd20b785d46a5bb4a2d3408e63b3b,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,7586e62c333a4a52b6e5ad3c899edabf,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,758e726c7817415f976eff0214b73804,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,76144341a5eb4a42af97413db8f2fc24,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,7667f36ac84b40e99fbab968553cb23d,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,770f25e08073475791afaa5a2be89060,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,785d74db1b284b9a8e1f8b0c066fae53,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,788f3b3755da4ab3ad3a9ed3dc060e7e,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,78a3f9c0b6fc47a7a81ff5832ce960d6,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,7ad8357c49f548ad91e51dd4f044bede,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,7e430a81e91d4d2baf46c1c9b3496ee8,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,7ec944262dbd495a9af3d5c5b226b531,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,802db32a0a504182ba78a3fd2857bb0c,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,8084e8963dcc43dcb8f1d96c6933db9c,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,80a9ae13ebf84f1ba9072673c23c6c9a,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,8218a2defd814fe2b5e7f5540a173cc7,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,825e25c29c654a63b812afe7a189f6db,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,82e6b409f3b845c0aeaa0e9812c08012,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,832f78c8579c4f36b00a1ee14c0670de,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,887c392000c64e739bcb2836b6983f85,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,889622efb86245538afaa24b2a84453e,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,8a1c1fbf7b47481eb27cea1f2162fcc0,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,8ac5c5cfde71403bbb0cf279f1776024,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,8ad4d603c75c4a72acc1584ea3027b19,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,8c613283c880446f92291bf58621ae06,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,8cf76a5f44a542c2b7013c2890b1802d,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,8d957613873d4d5faf733794b8a735bb,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,8ea13ab4146b42098f2329b801ea5231,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,90060298726c4f23b5a977d5e7147d97,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,90dba4f0842b4fa59e8b2a692d1abfaa,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,91024e142b3c42deb0903c8419aa39a3,0.975609756097561,0.975609756097561,0.6666666666666666,0.8116086041617957,0.7131935138032699
GP,shuffle_dyck,92a71fed831d43aabd74109c847f02ed,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,92bf933ab8ca40d39d84b8572603404b,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,935444243142493492caad6db66a6184,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,94a01f4a8fed4f55b5e0b2d47e955902,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,9607cc965cc14019a7ff4011102bfdc8,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,9633da84398648c28aad51342a5c3c3e,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,965022cdc88f4d8398b9f11b7c8cb401,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,96a4b3df85a74613ad3f29aea693bd61,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,986cb95b2a7c4637bc19a03e1b8e7cf6,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,9a4faa211605459c9f50020abfaa5e0d,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,9b21b7aac4cc44ed9d3afd5bc33e050f,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,9b932786c21643b3bfc31e97a29c5f4f,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,9c6bfda903fa4b928f70c9b4a00a1f84,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,9d444becc44645139df3c89314e6bc5b,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,9d6e6d4e785f42ec8555718f2b1364e9,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,9e0be5e2ba6446cbaed9ed38f143fe1e,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,9fc78975d2dd4263a65c3f6f671ade63,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,a0840b0e6a7c4cfe829d7693a43754e8,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,a15a983ab93d4f4b914e589a5caee8d0,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,a1d3cea8b7104935945ca88ed23207f4,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,a370cc50aefd4e3c8fa8070360430796,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
GP,shuffle_dyck,a4fa37f3aa724d75bb57679c4fc6ac84,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,a641f753ae564e2fbeb8d1277edcaa68,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,a6b59e8ab88a4396870be5abe1d6c76d,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck,a6cf663b09c34a3d8f498ef7ba51818e,0.9853658536585366,0.9853658536585366,0.0,0.5,0.4962100703844071
