method,program_name,job_id,stored_test_acc,full_seq_exact_match_acc,positive_seq_exact_match_acc,token_balanced_accuracy,token_macro_f1
GP,shuffle_dyck2,4f4e499874ec4d97aaf3cd171ad67ad6,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,4f8522c983134a40ac265c015856ed64,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,4fa226893c444c02909fd6f6fb7b857f,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,506c12b929a44c50b386834234957b56,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,507fb940d3e245a7a9d2f5d1146e58f6,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,51ab2718142b46c98402a8878e4bed39,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,51d489178e4845b8a023c8852416bc67,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,5216fc15040f4838ae6da3c030b339b4,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,547685fb1b1b471899437947d4b4aed7,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,54c12f32b684479ba0ee0a9783ec08c2,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,55de37b8964348b084d3e6206207c746,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,576af7052aeb42adbe9d96f783ef2ed7,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,57f8a663fc3049e7b613e90de8fcec00,0.9936,0.9936,0.06060606060606061,0.5316376541585168,0.5563233455391585
GP,shuffle_dyck2,583b23c381484bfaa5f03194571a0e0f,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,594a560312364b71b4a7de610fd6c411,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,59cb3f7ce2bd4c8da4258e7566fd1629,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,5aaa3f932bf74daf8aabfa39811d0624,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,5ad5d7862d6a444d90a9e1ffc4ec2c52,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,5b5432db79394cdaa1ff816a1d5fc360,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,5b61d4d740214ff6b24f263533ff8134,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,5c5a10c791734a5c98c9f994ce0c99be,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,5d1865f489904776accd4b78d3a8ff1c,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,5edc78eafab14c128a6a0df13f031217,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,5f89e116cf1748c097e026486041e6be,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,637003c17c72442f935931b815d8de79,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,64197a08f14f45dc9ecf0fa893e4cda2,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,64a9c472c01a4b3a95149024cd718b5b,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,65e257ee239f43d598206bbcd9572c23,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,66fb4bf80d014e9bb76ac87ed913e1c0,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,67160e1ba6ce4e0db1c53716f176aa3c,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,67f22b00d67b41a9a895b5996dd788e6,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,6983a854bf9f4ed9bbc3d016b91ac8e7,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,69878756489d4c71b169b8b0d562b4a1,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck2,6a1d60205dd641b29255dbc574af128e,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,6ac2ecf7ae1a43adb06fb6268b5418fe,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,6b54a073ca3b413db8b6f1b77418555c,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,6c90ffab80924d488a8aeb8aa91098bc,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,6cce0689778a4ba28c1c0c5d27a081cf,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,6df8220878ea48edb9c1b8fa60f96f3f,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,6eb684f74aba40639a17d62023eec4cb,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,6f476a508f8244b0a5e2c453ca2e6e3b,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,6f5dff5fad4d4bdea4b4bd585083daa9,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,70e26135d6e0414fad3c659c290b4ed1,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,7122ed949ba04ae99d48f08ed94dbab1,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,7218d88f65614c18961d2ca903baeb66,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,724d4479412746ddacb654a714e6a08d,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,72728c93def8473bba9339d0dd3e0be4,0.9938,0.9938,0.06060606060606061,0.5317460317460317,0.5581080176818065
GP,shuffle_dyck2,7387d8cde5f849f0abbb0d75050969db,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,73d1e35e59934b52a9e79dd23d1b52fa,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,754ca88bdffa49db8ac5eb593de9ca3a,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,76e4df9ddbd348b3bdad6783645b12c2,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,79d329d2974947fbb2bfe002c99cfef9,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,7abc3836878c4de88bcab428ae043895,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,7c4f652e58ed458d80f8485cd99ced26,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,7ca3ff236b4a4967ace6497ffc9fc90b,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,7d14dc9afcd8493ebe3665d6bb46ec68,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,7dff1b8979094571b054ad97cda9b0c7,0.9938,0.9938,0.06060606060606061,0.5317460317460317,0.5581080176818065
GP,shuffle_dyck2,7f75b7ba7133404b8ca6961902bc40cf,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,7fd2bd69ec3c49a2af275e3a046653f3,0.9708,0.9708,0.2727272727272727,0.6265609383090688,0.5493477352332431
GP,shuffle_dyck2,80dc4a61c89645498a75aeedba7c53ca,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8115b9adfc1f4c25b08517d6372e3bcc,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8125ce2bdaa0401db71caf831aa361f6,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8222b1fe2e0d451c97e8fe05d9a51625,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8262bb0e3cf74e0ea78a943bb38f156e,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,830f6c5fe3544763b9b4e61452fbcbd0,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8462c7d6cc9143a6bab6fe36969f6b5e,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,84b67cd7bab34a2ebee07321a2863c73,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,86245b18cecd4630a004a9b9d725275c,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck2,875d027730c246219f85ccaa6197551a,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,87b18be6f9064dfa9740e91537fdd9b3,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8b2b84e1cc4643b08bceda94300c6b54,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8d393e30a7d8404ea43879baf9fa2e52,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8d97a2ffdee24f70a3a8dba71d1b9cc2,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8e74515b15c1462aab5a11bafc611838,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8ea3a6b87bac4bdbbc052adb8e675900,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,8fbb2ace9fe14e8588d4f1b7ff90b3c1,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,90153d8d82f9490aad7f607d49ee4fe3,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,90d856fc943f4d5296460987ce638735,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,915e7a9276564d24b2be84f313d87bd4,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,923c8e890c88461d89fc6746846e8646,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,92c9a5390c4f4098b7ca2b80cd15541b,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,93a9fac6a89f46729971050d0cef0f18,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,93edbcc30fae489cb6966c7bc19c4c7c,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,93f93da565db4141857d7d44c0c30337,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,957fd3f21643445ead6a7c593b8185f5,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,95b38e6e8ede42268ff62e85f987dfa7,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,95ddf322a7ff477b94edc9ac27be882a,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,96c9b53ba4e44487a7177c45df561fea,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,997da7769937400f8b705f9777350cf1,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,9a3f017583c14e4e9555a6b215ea0c1e,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,9a93798fdfed4148a912df0ab0a583fc,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,9aa48efd0a57490dbb4c85fce9949a71,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,9bd22b5d1ccf4897b0f42082a06716c3,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,9c57d4cf863f4175b14a5621c170d463,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,9c668a0fd5b04c30be8bc2adf6eb770c,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,9c7b5fd5b3dd42b0a35dba21d4bd0367,0.0,0.0,0.0,,0.0
GP,shuffle_dyck2,9ffb783a9c3b4bf4b01e18d27114ff4d,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,a15bb4e6bb004fc9bb02083bd8a6097e,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,a175a691a52340e7959e69a12538365c,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,a29d4c4bb0164fc2889f81cfd422f95e,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,a3632d76f6ed4759bb9e565880d90c1d,0.9938,0.9938,0.06060606060606061,0.5317460317460317,0.5581080176818065
GP,shuffle_dyck2,a37e1fa599d148208d57636f93326b84,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,a414cc5b21bd4430ba5f149ad98591d8,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,a4688bcf79b14b11896bdcd229e05045,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,a5529fc197f040839c74ac478ebabe67,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,acd2a69268cf4a5b871205ae0d246394,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,acf541136ad74eb0b5ab514436366369,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,ae6f44eb2deb4779b82f9d9dfebdf11d,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,af29f23d1cc6475f9be70c5548c32064,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b1b3062f97674219830b4e133a38b56f,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b2419e59d15e4d94945969e639cc3bba,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b263a3803df64b789f8048e632c22ed0,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b3ab18cfcb664cb699d2945e5aa5deb0,1.0,1.0,1.0,1.0,1.0
GP,shuffle_dyck2,b47cf3b2410c4165968aeaefefdf20ef,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b489b7110cd84ef984693873364c8ec8,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b4fa31f768134aca9cea3bf045aeeb14,0.9966,0.9966,1.0,0.9982659585997615,0.897865650453709
GP,shuffle_dyck2,b5762e10fd5d4627b3acf9d83c2b353b,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b6efde376f604265bb8e4e2688eaebff,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b7b5e9bc8a714ee98d5764c124f40f55,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b7fa69feacb548d292319b2016bbd298,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b8845d61138348ed84be76cfdc0fecdf,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,b8c8924d2ffc43ed9802ca4709a789af,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,ba25d02f92b44f8180847acbf6cc5659,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,bb7687c392d549c6b8e80b0e5fa1a597,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,bc78e9907b3f4d63a14372aa6b3c1edf,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,bc8de61b1b6949cb98b6154c99de7148,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,bd617974246e4809b9583771a04c1ccb,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,be49641853f0402aa23d4d8038b25f2e,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,bf6208bd09dc4ded85921e2d234ce93f,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c0a58530cd3c4e13abececa633c9c0f7,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c0f07cde4f80479dacd15c085cd43667,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c10b7df6e4514228b3ee9a1b5409dc68,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c1e0135232ce4662a12dc4f6989715e2,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c28f4430d26748d38e2b1b2abdfb51e9,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c2d7c2f2bdb448e5b88b7a38218249f3,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c2f94a11b4634834982edb294755e519,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c4aea05be08946e98424e33eefe1ff46,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c60c528ad41e45cdb15d442ff21b0429,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c67c87fff07c4cbea1326c49cfa6df02,0.9934,0.9934,0.0,0.5,0.4982988605065615
GP,shuffle_dyck2,c69d9f952ab842219a6e195134ce2453,0.9934,0.9934,0.0,0.5,0.4982988605065615
